transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
ISLS981P1F42PL,3561410000000000.0,dki,"Dr. Janet Nashiruddin, M.Ak",M,2010,4,Pulo Gadung 2 - Tosari,1,P00167,Pemuda Rawamangun,-6.193488,106.89165,12,2023-04-07 05:42:00,P00127,Layur,-6.193539,106.89909,13.0,4/7/2023 6:06,3500.0
BQWJ008H1P42KQ,347728000000000.0,emoney,Balamantri Rahayu,M,2002,JAK.28,Kp. Rambutan - Taman Wiladatika,1,B04633P,Sekolah Islam PB Soedirman,-6.314293,106.86298,27,2023-04-07 05:25:00,B00865P,Jln. Ar Ridho,-6.308148,106.86935,30.0,4/7/2023 6:03,0.0
CCET587B8Q46MZ,377105000000000.0,emoney,Dian Mustofa,F,1993,B13,Bekasi Barat - Blok M,1,B02192P,Mall Metropolitan,-6.247861,106.99215,6,2023-04-07 06:07:00,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,9.0,4/7/2023 6:37,20000.0
YDHD322H0H88GO,4486490000000000.0,dki,"Cut Janet Suryatmi, M.Ak",M,1980,8K,Batusari - Grogol,1,B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213,16,2023-04-07 05:06:00,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26.0,4/7/2023 5:31,3500.0
FTZM951W1L61OA,30139400000000.0,bni,"dr. Mulyanto Pudjiastuti, M.Ak",F,1997,2Q,Gondangdia - Balai Kota,0,B00184P,BRI Menteng,-6.186792,106.83514,2,2023-04-07 05:33:00,B02755P,Perpustakaan Nasional,-6.180673,106.82643,5.0,4/7/2023 6:02,3500.0
ALFZ144Q4A30GO,30394300000000.0,bni,"Dasa Prakasa, S.I.Kom",F,1993,JAK.117,,1,B04272P,Sbr. RPTRA Radar Pembangunan,-6.120126,106.89638,17,2023-04-07 05:21:00,B04818P,Simpang Gotong Royong 2,-6.125482,106.89331,21.0,4/7/2023 5:46,0.0
RUYD036A1V85FN,4974830000000000.0,dki,Elvina Hasanah,M,1966,9F,Rusun Tambora - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,5,2023-04-07 06:42:00,P00170,Penjaringan,-6.126306,106.79203,7.0,4/7/2023 7:24,0.0
RXVK088S1M66VX,3532180000000000.0,dki,"Perkasa Prakasa, M.Pd",F,2011,JAK.31,Blok M - Andara,0,B00042P,Andara Margasatwa 1,-6.313471,106.80369,55,2023-04-07 06:18:00,B01147P,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,56.0,4/7/2023 6:53,0.0
QAJP652M2W11XO,3537520000000000.0,dki,Ayu Wahyudin,F,2009,JAK.37,Cililitan - Condet via Kayu Manis,1,B05218P,Simpang Waru Tengah,-6.293301,106.85862,10,2023-04-07 06:13:00,B00405P,Gg. Ani Raya Condet,-6.266674,106.86054,37.0,4/7/2023 6:51,0.0
CBTX728W2S64ZV,4.67715e+18,brizzi,"H. Xanana Santoso, S.Farm",M,2010,JAK.15,,0,B01327P,Jln. Lorong 5,-6.107716,106.8955,46,2023-04-07 05:49:00,,,,,,,0.0
PAGL739U0E18HL,4.15714e+18,brizzi,"R.A. Genta Hutagalung, S.E.",M,2007,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0,B04369P,Sbr. SDN Rorotan 07,-6.146513,106.95644,35,2023-04-07 06:11:00,B06217P,Jln. Dahlia 10,-6.176465,106.94342,47.0,4/7/2023 6:41,0.0
ZOLA742C4L35YG,36856700000000.0,bni,"Intan Mardhiyah, S.Kom",F,1997,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1,B01612P,Jln. Sunter Jaya VI,-6.160663,106.8727,40,2023-04-07 06:34:00,B03935P,Sbr. Kel. Sumur Batu,-6.164306,106.87132,45.0,4/7/2023 7:22,0.0
NXCQ615L3R15OH,213191000000000.0,emoney,"Ajeng Kurniawan, M.Ak",M,1983,JAK.11,Tanah Abang - Kebayoran Lama,1,B01295P,Jln. KPBD,-6.223548,106.77843,9,2023-04-07 05:51:00,B04039P,Sbr. Masjid Annur Tanah Abang,-6.189941,106.80648,37.0,4/7/2023 6:36,0.0
LPNZ026Q0Z62XO,4035910000000000.0,dki,Kasiran Agustina,M,1968,JAK.02,Kampung Melayu - Duren Sawit,1,B05536P,STMT Trisakti 2,-6.231981,106.8777,24,2023-04-07 06:35:00,,,,,,,0.0
EJKN285R5X93BB,587835000000.0,flazz,"Dt. Wisnu Maulana, S.Gz",M,1991,7C,Cibubur - BKN,1,P00016,BKN,-6.257751,106.87,0,2023-04-07 06:16:00,B00248P,Cibubur Junction,-6.368735,106.89366,2.0,4/7/2023 6:55,3500.0
GCKL496Q1M81DY,345703000000000.0,emoney,Ilyas Winarno,F,1996,JAK.64,Lenteng Agung - Aseli,0,B04330P,Sbr. SDN Cipedak 03,-6.349013,106.80931,7,2023-04-07 05:44:00,B04297P,Sbr. RS Zahirah,-6.335205,106.82312,18.0,4/7/2023 6:06,0.0
FGOO603R7S43DK,4634370000000.0,online,"Rusman Rajasa, S.IP",F,2003,S22,Ciputat - Kampung Rambutan,1,B02068P,Komplek Uin,-6.308924,106.75601,18,2023-04-07 06:11:00,,Ps. Ciputat,-6.315627,106.74688,21.0,4/7/2023 7:02,3500.0
PTWG012Y4V50JW,4.55499e+18,brizzi,Sabri Megantara,F,1995,11C,Rusun Pinus Elok - Rusun Pulo Gebang,0,B04898P,Simpang Kampung Jembatan 2,-6.208426,106.93576,5,2023-04-07 05:13:00,B05201P,Simpang Tiga 2,-6.210983,106.93935,7.0,4/7/2023 5:36,0.0
ZHFZ911Y3A71LS,4837650000000.0,online,dr. Citra Sitompul,F,1994,13C,Puri Beta - Dukuh Atas,1,P00136,Mayestik,-6.241921,106.79077,10,2023-04-07 06:07:00,,Cipulir,-6.237818,106.76541,13.0,4/7/2023 7:07,3500.0
GZLW347N4J87AL,4.39827e+18,brizzi,Dariati Wijayanti,F,1982,JAK.30,Grogol - Meruya via Roxy,1,B03115P,RPTRA Taman Apel,-6.1717,106.78412,52,2023-04-07 06:40:00,B05704P,Term. Grogol,-6.166565,106.79025,54.0,4/7/2023 7:35,0.0
XKUJ503E8O17QH,4720230000000000.0,dki,Sabar Hidayanto,F,2005,JAK.11,Tanah Abang - Kebayoran Lama,1,B04380P,Sbr. Sekolah Bethel,-6.196189,106.80484,33,2023-04-07 06:23:00,B03163P,RS Pelni,-6.193033,106.80542,35.0,4/7/2023 6:44,0.0
DFFA377S2O36HK,30584200000000.0,bni,Bambang Aryani,M,1965,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1,P00081,Indosiar,-6.163376,106.77514,5,2023-04-07 05:56:00,P00014,Bermis,-6.178203,106.89859,23.0,4/7/2023 6:25,3500.0
LPGB271C5G19HF,4.80454e+18,brizzi,Intan Tarihoran,F,2009,6V,Ragunan - Gelora Bung Karno,0,P00273,Warung Jati,-6.262364,106.82977,6,2023-04-07 06:53:00,,,,,,,3500.0
XJLT645O7E67SY,5427150000000000.0,dki,Laila Pradipta,F,2002,JAK.35,Pangkalan Jati - Rawamangun,1,B00924P,Jln. Belanak III Rawamangun,-6.202063,106.89159,5,2023-04-07 06:04:00,B02633P,Ps. Klender,-6.212603,106.901141,13.0,4/7/2023 6:31,0.0
FQID386U5V16FS,4034420000000000.0,dki,Zelaya Mayasari,M,1966,T11,Poris Plawad - Bundaran Senayan,0,B03430P,SDN Sukasari Enam 1,-6.189785,106.6419,7,2023-04-07 06:28:00,B00781P,Hotel Olive 1,-6.217195,106.61882,14.0,4/7/2023 7:28,3500.0
BFIN478J3B73IB,3511270000000000.0,dki,"KH. Laswi Sitorus, S.Ked",F,1988,4D,Pulo Gadung 2 - Kuningan,1,P00124,Latuharhary,-6.202761,106.82771,6,2023-04-07 05:21:00,P00167,Pemuda Rawamangun,-6.193488,106.89165,17.0,4/7/2023 6:03,3500.0
MEXE296K7Q68PQ,567342000000.0,flazz,Yulia Winarsih,M,1962,9D,Pasar Minggu - Tanah Abang,0,P00261,Tosari,-6.196892,106.82309,8,2023-04-07 05:18:00,B02561P,Pancoran Barat 2,-6.241462,106.83808,26.0,4/7/2023 5:50,3500.0
FEEY108Q4U11PR,5545640000000000.0,dki,Karimah Nurdiyanti,M,1971,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0,B06583P,Sbr. Sekretariat Kelurahan Lagoa,-6.11791,106.90356,8,2023-04-07 06:22:00,B00828P,Jakarta Islamic Centre 1,-6.119721,106.91704,14.0,4/7/2023 6:52,0.0
