transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
IEAN819A5D22YC,348190000000000.0,emoney,"T. Ibun Maheswara, S.Sos",M,1976,B14,Bekasi Barat - Kuningan,1,B00209P,Bulog,-6.237665,106.82917,13,2023-04-23 13:58:00,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,18.0,4/23/2023 15:18,20000.0
OQJT087S0T68KO,4245530000000.0,online,Dadap Mardhiyah,M,2004,11,,0,P00059,Flyover Radin Inten,-6.215982,106.92438,4,2023-04-23 06:20:00,P00234,Stasiun Klender,-6.213532,106.89866,8.0,4/23/2023 6:54,3500.0
VIKI705F9V24WH,3546550000000000.0,dki,Rika Wulandari,F,1995,JAK.84,Terminal Kampung Melayu - Kapin Raya,1,B00088P,Awab Dalam,-6.224877,106.8696,44,2023-04-23 18:55:00,B02313P,Masjid Jami Al Inayah,-6.224554,106.86945,45.0,4/23/2023 20:24,0.0
DMNH631G4F74GR,344567000000000.0,emoney,"R. Kamaria Widiastuti, S.I.Kom",F,1992,10K,Tanjung Priok - Senen via Taman BMW,0,B01149P,Jln. H. Ung,-6.164059,106.85306,23,2023-04-23 10:09:00,B03201P,RSPAD 3,-6.175462,106.83922,36.0,4/23/2023 11:49,3500.0
VYDR536U8L19JG,6514690000000000.0,dki,Kamal Wahyudin,M,1997,JAK.44,Andara - Stasiun Universitas Pancasila,1,B06841P,Gg. Musholla II,-6.317252,106.817877,23,2023-04-23 06:43:00,B00486P,Gg. Harapan I Jagakarsa,-6.313476,106.81269,27.0,4/23/2023 7:40,0.0
ATFD807K1G14PV,675920000000.0,flazz,Timbul Padmasari,F,2012,JAK.48B,Stasiun Tebet - Kampung Melayu,1,B00139P,Bidara Cina 2,-6.22994,106.86709,3,2023-04-23 15:35:00,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,6.0,4/23/2023 17:20,
SBQP725E3O20AI,372730000000000.0,emoney,"drg. Dian Lazuardi, S.Pd",M,1985,M13,Puri Beta 2 - Tendean,1,P00254,Tendean,-6.240213,106.83102,0,2023-04-23 21:36:00,P00043,Cipulir,-6.237818,106.76541,7.0,4/23/2023 22:39,3500.0
KLJU741J0I17PN,30146200000000.0,bni,"Sutan Jasmani Haryanto, M.Ak",F,2004,8A,Jelambar - Juanda,0,P00260,Tomang Mandala,-6.176875,106.80037,3,2023-04-23 08:04:00,P00209,RS Tarakan,-6.171146,106.81011,4.0,4/23/2023 9:51,3500.0
JJCP150G2Z98YQ,4027300000000000.0,dki,"Sutan Lantar Padmasari, S.Pd",F,1985,M10,PGC 2 - Tanjung Priok,0,P00055,Enggano,-6.11015,106.89242,20,2023-04-23 06:26:00,,Tanjung Priok,-6.10959,106.88214,21.0,4/23/2023 7:03,3500.0
NOYK005X8Y14XS,3596570000000000.0,dki,Raden Mandala,M,2006,JAK.11,Tanah Abang - Kebayoran Lama,0,,Bongkaran Tanah Abang,-6.189421,106.81159,9,2023-04-23 16:04:00,B02656P,Ps. Palmerah 2,-6.207194,106.79624,22.0,4/23/2023 17:06,0.0
WATL870L7C41CU,2706150000000000.0,dki,Jindra Nashiruddin,M,1998,3H,Jelambar - Kota,1,P00296,Mangga Besar Arah Selatan,-6.153943,106.817952,3,2023-04-23 13:45:00,P00208,RS Sumber Waras,-6.166294,106.79675,7.0,4/23/2023 15:23,
QUKH374M8B32WP,5101630000000000.0,dki,"Tgk. Cawuk Saragih, S.Gz",M,1979,JAK.39,Kalimalang - Duren Sawit,0,B04383P,Sbr. Sekolah Corpatarin,-6.227355,106.94388,21,2023-04-23 09:40:00,B05378P,SMPN 252,-6.239351,106.94234,39.0,4/23/2023 11:21,0.0
CFDK340X8B43YZ,4.57097e+18,brizzi,"Cut Almira Uwais, S.Sos",F,1996,6H,Senen - Lebak Bulus,0,B02840P,Pintu Air Menteng,-6.19598,106.83266,21,2023-04-23 18:20:00,P00228,SMK 57,-6.290967,106.82365,40.0,4/23/2023 19:01,3500.0
CDMQ332I0Z04FX,4.38987e+18,brizzi,"Eka Saptono, S.Farm",M,1990,,,1,B02432P,Mess Wirayudha 1,-6.241569,106.88041,4,2023-04-23 19:31:00,B03831P,Sbr. Jln. Sambu Halim,-6.24695,106.89046,11.0,4/23/2023 20:55,0.0
ZOFX540C4K15BC,630421000000.0,flazz,Maida Widiastuti,F,1988,,,0,B06433P,Masjid Asy Syamsu,-6.208704,106.872661,39,2023-04-23 13:39:00,B05320P,SMKN 5,-6.212826,106.87364,41.0,4/23/2023 14:23,0.0
AONK110M2J58NX,30208100000000.0,bni,Sarah Puspita,F,1991,JAK.54,Grogol - Benhil,0,B01396P,Jln. Mesjid I Benhil,-6.205368,106.80654,2,2023-04-23 08:21:00,B01686P,Jln. Tomang Tinggi Gg. 1,-6.170426,106.79911,31.0,4/23/2023 10:15,0.0
FBDR359F2O01LB,180016000000000.0,emoney,Fitria Najmudin,M,1967,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1,B02179P,Malaka 1 Gg. 5 Rorotan,-6.137053,106.95474,47,2023-04-23 08:33:00,B04077P,Sbr. Masjid Nurul Jannah Marunda,-6.119226,106.95707,63.0,4/23/2023 9:51,0.0
IUPE361P3N34MY,3576940000000000.0,dki,Raisa Mandasari,F,2007,M9,,0,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,13,2023-04-23 21:07:00,P00170,Penjaringan,-6.126306,106.79203,23.0,4/23/2023 21:44,3500.0
DPNN469O5F40DX,4225460000000000.0,dki,"Faizah Suryatmi, M.M.",F,1985,M2,,1,P00150,Pasar Cempaka Putih,-6.172325,106.86246,7,2023-04-23 21:04:00,P00207,RS Islam,-6.168676,106.87027,9.0,4/23/2023 22:29,3500.0
VMLG518J6Q41QH,6579820000000000.0,dki,Upik Hakim,F,1985,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,1,B03898P,Sbr. Kec. Ciracas,-6.320058,106.88301,22,2023-04-23 15:02:00,B03665P,Sbr. Jln. Bungur VIII Rambutan,-6.316067,106.88491,25.0,4/23/2023 16:21,0.0
EHEJ970D8B23NO,180007000000000.0,emoney,Ratna Wijayanti,M,1979,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,B00081P,At Thahiriah 1,-6.210032,106.93803,5,2023-04-23 08:44:00,B03090P,Raya Penggilingan,-6.183068,106.93194,29.0,4/23/2023 9:19,3500.0
QHDR505X4S72YC,4200130000000.0,online,Edi Setiawan,F,1997,M1,Blok M - Kota,0,P00025,Bundaran HI,-6.193021,106.823,10,2023-04-23 17:19:00,P00291,Harmoni Arah Utara,-6.162678,106.819663,14.0,4/23/2023 17:44,3500.0
DXNJ956R6P42QJ,377015000000000.0,emoney,Eman Puspasari,F,1996,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1,B06850P,Sbr. Jln. Pasir,-6.33645,106.806294,36,2023-04-23 08:22:00,B05670P,Tanah Baru Cipedak,-6.363462,106.80684,50.0,4/23/2023 10:15,0.0
DHTH445M8C69NY,370363000000000.0,emoney,Maryanto Prasasta,F,1994,6,Ragunan - Dukuh Atas 2,0,P00164,Pejaten,-6.278404,106.82972,4,2023-04-23 09:20:00,P00073,GOR Sumantri,-6.221618,106.832245,13.0,4/23/2023 10:51,3500.0
KZSD256X8T82EN,639013000000.0,flazz,"Dwi Widiastuti, S.Gz",M,1950,13C,Puri Beta - Dukuh Atas,0,P00096,JORR,-6.236104,106.75488,3,2023-04-23 21:38:00,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,13.0,4/23/2023 21:56,3500.0
WGNJ845V1D96QF,2301840000000000.0,dki,dr. Aurora Winarno,M,1997,JAK.15,Bulak Turi - Tanjung Priok,1,B00492P,Gg. Kancil Marunda,-6.106711,106.96479,45,2023-04-23 19:17:00,B03265P,Rumah Sipitung,-6.100075,106.96054,50.0,4/23/2023 21:02,0.0
WOWX213N1K84BH,213153000000000.0,emoney,Drs. Wirda Anggraini,M,1993,1A,Pantai Maju - Balai Kota,0,B03322P,SD Diakonia 1,-6.112155,106.7893,16,2023-04-23 11:12:00,P00296,Mangga Besar Arah Selatan,-6.153943,106.817952,26.0,4/23/2023 11:36,3500.0
YRWN383Q9U40XU,4696800000000.0,online,Yessi Yolanda,M,1995,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1,B06354P,Jln. Lake Garden Boulevard,-6.171771,106.95653,24,2023-04-23 12:19:00,B03425P,SDN Rorotan 07,-6.146566,106.95638,36.0,4/23/2023 13:32,0.0
CIGG069R6Q67SV,348950000000000.0,emoney,Tgk. Daliman Purnawati,F,1992,S12,BSD Serpong - Fatmawati,1,B03177P,RS Siloam,-6.292071,106.78467,1,2023-04-23 16:21:00,B04581P,Sbr. Versailles,-6.308522,106.67339,3.0,4/23/2023 16:45,20000.0
HRJJ527T8O21KB,4881500000000000.0,dki,dr. Syahrini Dabukke,F,1984,5F,Kampung Melayu - Tanah Abang,0,B02396P,Mega Kuningan,-6.224556,106.82677,14,2023-04-23 18:28:00,B01925P,Kel. Kb. Kacang,-6.190837,106.81501,26.0,4/23/2023 19:25,3500.0
TOAN352I8P30WI,374642000000000.0,emoney,Banawa Hardiansyah,M,1967,5C,PGC - Juanda,1,P00214,Salemba UI,-6.193373,106.84891,4,2023-04-23 09:55:00,P00086,Jatinegara RS Premier,-6.221412,106.86807,11.0,4/23/2023 10:56,3500.0
NMGO473J4K31BG,345704000000000.0,emoney,Dt. Jati Sihombing,M,1970,JAK.54,Grogol - Benhil,0,B02246P,Masjid Al Istiqomah Tomang,-6.171213,106.79872,30,2023-04-23 08:51:00,B03107P,Roxy Square 2,-6.167221,106.79975,32.0,4/23/2023 10:35,0.0
DEKW724C2Q52SV,3580900000000000.0,dki,R.A. Farah Suryatmi,M,2009,9H,Blok M - Universitas Indonesia,1,B06578P,Blok M Jalur 3,-6.243426,106.80188,0,2023-04-23 13:58:00,B01449P,Jln. Pancoran Indah 1,-6.251998,106.84266,15.0,4/23/2023 15:26,3500.0
TIAS589Q1Z63QK,4477920000000.0,online,Paulin Maulana,F,1986,7D,Pancoran - Kampung Rambutan,1,P00249,Tebet Eco Park II Arah Barat,-6.243338,106.85212,13,2023-04-23 21:10:00,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,14.0,4/23/2023 22:45,3500.0
UHUW827L7I91FW,2397590000000000.0,dki,Tgk. Daliman Mayasari,F,1992,JAK.88,Terminal Tanjung Priok - Ancol Barat,0,B02839P,Pintu Air Kalimati,-6.138809,106.8329,21,2023-04-23 12:56:00,B05988P,Kel. Ancol,-6.12447,106.81738,35.0,4/23/2023 13:21,0.0
TZOE399E0B12WK,4052010000000000.0,dki,Karimah Uwais,M,2011,7D,,0,P00250,Tebet Eco Park II Arah Timur,-6.243056,106.85208,2,2023-04-23 10:49:00,P00297,BNN LRT,-6.245863,106.871143,5.0,4/23/2023 11:54,3500.0
EKIU090V4X06NY,30177800000000.0,bni,Cakrawangsa Pudjiastuti,F,1982,JAK.117,Tanjung Priok - Tanah Merdeka,0,B03160P,RS Mulyasari,-6.129501,106.90615,14,2023-04-23 13:37:00,B04033P,Sbr. Masjid Al Waqof,-6.11059,106.91725,24.0,4/23/2023 13:57,0.0
INQD879T2A29TW,3518230000000000.0,dki,Gabriella Winarno,M,1992,4E,Rusun Jatinegara Kaum - Pulo Gadung,1,B02633P,Ps. Klender,-6.212603,106.901141,11,2023-04-23 11:37:00,,Rusun Jatinegara Kaum,-6.211814,106.899422,15.0,4/23/2023 12:54,0.0
ZNCU347W8R65WZ,340700000000000.0,emoney,Candra Dongoran,F,1991,JAK.03,Lebak Bulus - Andara,1,B05584P,Taman DDN,-6.312565,106.7965,4,2023-04-23 14:36:00,B01117P,Jln. H. Koon,-6.311078,106.78659,10.0,4/23/2023 16:14,0.0
OTEL697D2F45BG,589684000000.0,flazz,"Halima Puspasari, S.H.",M,2005,JAK.39,Kalimalang - Duren Sawit,1,B00643P,Giant Ekspres Pondok Kopi,-6.226153,106.94363,5,2023-04-23 13:34:00,B00947P,Jln. Buaran III,-6.22065,106.91916,20.0,4/23/2023 14:01,0.0
GYUR268U2X19OT,3565780000000000.0,dki,Balapati Mayasari,F,1996,,,0,P00033,Cawang UKI,-6.250309,106.8736,2,2023-04-23 11:14:00,P00070,Gelanggang Remaja,-6.235445,106.86795,6.0,4/23/2023 12:02,3500.0
ZSPQ614A0P92MI,30259800000000.0,bni,Dariati Simanjuntak,M,1966,JAK.32,Lebak Bulus - Petukangan,1,B06415P,Sbr. Jln. Palem V,-6.22609,106.75473,2,2023-04-23 07:06:00,,,,,,,0.0
ISXT011H5W76VT,5554300000000000.0,dki,Lasmono Lestari,F,1982,7A,Kampung Rambutan - Lebak Bulus,0,B02831P,Phe Tower Kebagusan,-6.299876,106.83323,16,2023-04-23 07:06:00,,,,,,,3500.0
PCUS502R0W06AT,30356600000000.0,bni,Keisha Siregar,F,1991,6A,Ragunan - MH Thamrin via Kuningan,0,P00048,Departemen Pertanian,-6.294641,106.82213,1,2023-04-23 11:08:00,P00273,Warung Jati,-6.262364,106.82977,6.0,4/23/2023 13:01,3500.0
GIAD013A4R31BL,2284130000000000.0,dki,T. Karsana Halim,F,2003,5,Matraman Baru - Ancol,0,P00253,Tegalan,-6.203101,106.85715,2,2023-04-23 06:27:00,P00021,Budi Utomo,-6.166063,106.83906,9.0,4/23/2023 7:43,3500.0
GQFG142N7S06PG,349262000000000.0,emoney,Dr. Zahra Utami,F,2001,JAK.118,Taman Waduk Papanggo - Kota Tua,1,B05977P,Sbr. Jln. B,-6.13442,106.83492,15,2023-04-23 17:18:00,B06700P,Jln. Bahari Raya 1,-6.130456,106.85084,23.0,4/23/2023 18:13,0.0
IPWV513C6K97XB,213114000000000.0,emoney,Gilang Uyainah,M,1995,B14,Bekasi Barat - Kuningan,1,B02398P,Mega Syariah,-6.228294,106.83335,9,2023-04-23 05:19:00,,,,,,,20000.0
KEMR294Z0V42XO,3517820000000000.0,dki,Drs. Vanya Hariyah,F,1995,M11,Pulo Gebang - Pulo Gadung 2,0,P00194,Pulo Gebang,-6.213275,106.953327,0,2023-04-23 11:53:00,P00270,Walikota Jakarta Timur,-6.21254,106.94537,1.0,4/23/2023 13:37,3500.0
LTAV068M0X33ZX,30185500000000.0,bni,"Dt. Ajimat Pratiwi, S.IP",M,1992,JAK.73,Jambore Cibubur - Pasar Rebo,1,B05118P,Simpang Raya PKP Cibubur I,-6.34034,106.87371,16,2023-04-23 14:06:00,B03851P,Sbr. Jln. SMPN 147,-6.362268,106.888,34.0,4/23/2023 15:41,0.0
DTYC984U6V60IM,4.39991e+18,brizzi,Kania Nuraini,F,1989,JAK.36,Cilangkap - Cililitan,0,B04211P,Sbr. PLN Kramat Jati,-6.283302,106.8716,35,2023-04-23 10:38:00,,,,,,,0.0
DKSS684S9J60KW,4958650000000000.0,dki,Martaka Maulana,M,1975,D21,Universitas Indonesia - Lebak Bulus,1,B05463P,St. Lenteng Agung 1,-6.330883,106.83542,31,2023-04-23 15:18:00,B05881P,Wijaya Kusuma,-6.333008,106.83567,32.0,4/23/2023 15:33,3500.0
YCNN287D9T37VY,373142000000000.0,emoney,"Tgk. Siska Siregar, M.Farm",F,1971,JAK.29,Tanjung Priok - Sukapura,1,B00828P,Jakarta Islamic Centre 1,-6.119721,106.91704,24,2023-04-23 20:50:00,B02721P,Pemakaman Kramat Mengkok,-6.139148,106.92206,41.0,4/23/2023 21:13,0.0
PTGF294E4O70ZN,3599930000000000.0,dki,Ir. Estiawan Wahyudin,F,2008,13C,Puri Beta - Dukuh Atas,0,P00096,JORR,-6.236104,106.75488,3,2023-04-23 07:05:00,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,13.0,4/23/2023 8:31,3500.0
UKKF444H6V22UF,6572190000000000.0,dki,"Eli Lazuardi, S.Farm",M,1985,14,Jakarta International Stadium - Senen,1,B05725P,Term. Senen,-6.17356,106.84213,0,2023-04-23 16:46:00,B01961P,Kemayoran Landas Pacu Timur 2,-6.152025,106.85383,9.0,4/23/2023 17:42,3500.0
KWMH439J9R95KL,372925000000000.0,emoney,Vicky Prasetyo,F,2003,JAK.25,Kp. Rambutan - Kalisari,0,B04816P,Simpang Gongseng Raya Pondok Baru,-6.326483,106.85919,20,2023-04-23 18:33:00,B03777P,Sbr. Jln. Mangga Kalisari,-6.33214,106.85278,35.0,4/23/2023 19:00,0.0
FATQ645B4H18ZP,30228700000000.0,bni,"Tgk. Raihan Sihombing, M.Farm",M,1993,JAK.02,Kampung Melayu - Duren Sawit,0,,Simpang Media Massa,-6.231679,106.88636,16,2023-04-23 06:33:00,B00328P,Duren Sawit,-6.233341,106.91006,40.0,4/23/2023 7:49,0.0
FIVD269I0A43AY,6011410000000000.0,dki,"Dr. Karja Yuliarti, S.Sos",M,2000,9C,Pinang Ranti - Bundaran Senayan,1,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,6,2023-04-23 19:47:00,P00018,BNN Arah Barat,-6.24651,106.87318,12.0,4/23/2023 20:28,3500.0
DLVZ430R6N72KR,3545530000000000.0,dki,Melinda Salahudin,M,1983,JAK.73,Jambore Cibubur - Pasar Rebo,1,B01020P,Jln. Dahlia KDW,-6.348905,106.88437,53,2023-04-23 15:29:00,B04351P,Sbr. SDN Kelapa Dua Wetan 01,-6.343218,106.88552,57.0,4/23/2023 16:01,0.0
OCFS071E9N39FF,30332200000000.0,bni,"Tgk. Shania Siregar, S.Pd",F,1995,JAK.51,Taman Kota - Budi Luhur,0,B04885P,Simpang Jengkol Joglo 2,-6.218995,106.72969,11,2023-04-23 07:52:00,B00844P,Jln. Al Hidayah Basmol,-6.163241,106.75058,46.0,4/23/2023 8:35,0.0
