transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
LEZV563A8N08UW,3561410000000000.0,dki,"Dr. Janet Nashiruddin, M.Ak",M,2010,4,Pulo Gadung 2 - Tosari,1,P00167,Pemuda Rawamangun,-6.193488,106.89165,12,2023-04-17 05:00:00,P00127,Layur,-6.193539,106.89909,13.0,4/17/2023 5:33,3500.0
XESN162H5V19NO,347728000000000.0,emoney,Balamantri Rahayu,M,2002,JAK.28,Kp. Rambutan - Taman Wiladatika,1,B04633P,Sekolah Islam PB Soedirman,-6.314293,106.86298,27,2023-04-17 05:50:00,B00865P,Jln. Ar Ridho,-6.308148,106.86935,30.0,4/17/2023 6:28,0.0
NQRM455S9L18BE,377105000000000.0,emoney,Dian Mustofa,F,1993,B13,Bekasi Barat - Blok M,1,B02192P,Mall Metropolitan,-6.247861,106.99215,6,2023-04-17 05:07:00,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,9.0,4/17/2023 5:48,20000.0
CFHO362J7I73VI,4486490000000000.0,dki,"Cut Janet Suryatmi, M.Ak",M,1980,8K,Batusari - Grogol,1,B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213,16,2023-04-17 05:27:00,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26.0,4/17/2023 5:56,3500.0
EWSC291W6Q51LY,30139400000000.0,bni,"dr. Mulyanto Pudjiastuti, M.Ak",F,1997,2Q,Gondangdia - Balai Kota,0,B00184P,BRI Menteng,-6.186792,106.83514,2,2023-04-17 06:35:00,B02755P,Perpustakaan Nasional,-6.180673,106.82643,5.0,4/17/2023 7:05,3500.0
EFOX669C3R92TA,30394300000000.0,bni,"Dasa Prakasa, S.I.Kom",F,1993,JAK.117,Tanjung Priok - Tanah Merdeka,1,,Sbr. RPTRA Radar Pembangunan,-6.120126,106.89638,17,2023-04-17 06:34:00,B04818P,Simpang Gotong Royong 2,-6.125482,106.89331,21.0,4/17/2023 7:06,0.0
FZGB662R6O72VM,4974830000000000.0,dki,Elvina Hasanah,M,1966,9F,Rusun Tambora - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,5,2023-04-17 05:58:00,P00170,Penjaringan,-6.126306,106.79203,7.0,4/17/2023 6:46,0.0
HCJX576E0V97OR,3532180000000000.0,dki,"Perkasa Prakasa, M.Pd",F,2011,JAK.31,Blok M - Andara,0,B00042P,Andara Margasatwa 1,-6.313471,106.80369,55,2023-04-17 05:17:00,B01147P,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,56.0,4/17/2023 5:41,0.0
MQYR169I1P48XD,3537520000000000.0,dki,Ayu Wahyudin,F,2009,JAK.37,Cililitan - Condet via Kayu Manis,1,B05218P,Simpang Waru Tengah,-6.293301,106.85862,10,2023-04-17 05:07:00,,,,,,,0.0
GPZG344A3E81ZQ,4.67715e+18,brizzi,"H. Xanana Santoso, S.Farm",M,2010,JAK.15,Bulak Turi - Tanjung Priok,0,B01327P,Jln. Lorong 5,-6.107716,106.8955,46,2023-04-17 05:13:00,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,52.0,4/17/2023 5:37,0.0
RGTL735L3O74SS,4.15714e+18,brizzi,"R.A. Genta Hutagalung, S.E.",M,2007,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0,B04369P,Sbr. SDN Rorotan 07,-6.146513,106.95644,35,2023-04-17 05:03:00,B06217P,Jln. Dahlia 10,-6.176465,106.94342,47.0,4/17/2023 5:38,0.0
ZELZ351Z8U85JA,36856700000000.0,bni,"Intan Mardhiyah, S.Kom",F,1997,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1,B01612P,Jln. Sunter Jaya VI,-6.160663,106.8727,40,2023-04-17 06:02:00,B03935P,Sbr. Kel. Sumur Batu,-6.164306,106.87132,45.0,4/17/2023 6:27,0.0
SHEQ047G9O89HR,213191000000000.0,emoney,"Ajeng Kurniawan, M.Ak",M,1983,JAK.11,Tanah Abang - Kebayoran Lama,1,B01295P,Jln. KPBD,-6.223548,106.77843,9,2023-04-17 06:48:00,B04039P,Sbr. Masjid Annur Tanah Abang,-6.189941,106.80648,37.0,4/17/2023 7:29,0.0
HGOQ155Q6T94TS,4035910000000000.0,dki,Kasiran Agustina,M,1968,JAK.02,Kampung Melayu - Duren Sawit,1,B05536P,STMT Trisakti 2,-6.231981,106.8777,24,2023-04-17 05:32:00,B05531P,STIS,-6.231063,106.86716,33.0,4/17/2023 6:05,0.0
UZXA187T4Q19LF,587835000000.0,flazz,"Dt. Wisnu Maulana, S.Gz",M,1991,7C,Cibubur - BKN,1,P00016,BKN,-6.257751,106.87,0,2023-04-17 06:20:00,B00248P,Cibubur Junction,-6.368735,106.89366,2.0,4/17/2023 7:06,3500.0
DDEY941Q9L99PQ,345703000000000.0,emoney,Ilyas Winarno,F,1996,JAK.64,Lenteng Agung - Aseli,0,B04330P,Sbr. SDN Cipedak 03,-6.349013,106.80931,7,2023-04-17 06:04:00,B04297P,Sbr. RS Zahirah,-6.335205,106.82312,18.0,4/17/2023 6:27,0.0
RJFS304P0P82QE,4634370000000.0,online,"Rusman Rajasa, S.IP",F,2003,S22,Ciputat - Kampung Rambutan,1,B02068P,Komplek Uin,-6.308924,106.75601,18,2023-04-17 06:00:00,B02600P,Ps. Ciputat,-6.315627,106.74688,21.0,4/17/2023 6:53,3500.0
KIYV632N2S59XZ,4.55499e+18,brizzi,Sabri Megantara,F,1995,11C,Rusun Pinus Elok - Rusun Pulo Gebang,0,B04898P,Simpang Kampung Jembatan 2,-6.208426,106.93576,5,2023-04-17 05:15:00,,,,,,,0.0
QQAK798T3K92QA,4837650000000.0,online,dr. Citra Sitompul,F,1994,13C,Puri Beta - Dukuh Atas,1,P00136,Mayestik,-6.241921,106.79077,10,2023-04-17 05:11:00,P00043,Cipulir,-6.237818,106.76541,13.0,4/17/2023 6:01,3500.0
ZJEQ238Q5L37JT,4.39827e+18,brizzi,Dariati Wijayanti,F,1982,JAK.30,Grogol - Meruya via Roxy,1,B03115P,RPTRA Taman Apel,-6.1717,106.78412,52,2023-04-17 06:56:00,B05704P,Term. Grogol,-6.166565,106.79025,54.0,4/17/2023 7:51,0.0
LENJ835K5P62TQ,4720230000000000.0,dki,Sabar Hidayanto,F,2005,JAK.11,Tanah Abang - Kebayoran Lama,1,B04380P,Sbr. Sekolah Bethel,-6.196189,106.80484,33,2023-04-17 05:40:00,B03163P,RS Pelni,-6.193033,106.80542,35.0,4/17/2023 6:36,0.0
BUMC521H6Z37JR,30584200000000.0,bni,Bambang Aryani,M,1965,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1,P00081,Indosiar,-6.163376,106.77514,5,2023-04-17 06:59:00,P00014,Bermis,-6.178203,106.89859,23.0,4/17/2023 7:40,3500.0
SDJR937M8C09NT,4.80454e+18,brizzi,Intan Tarihoran,F,2009,6V,Ragunan - Gelora Bung Karno,0,P00273,Warung Jati,-6.262364,106.82977,6,2023-04-17 05:18:00,P00079,Imigrasi,-6.256977,106.82808,7.0,4/17/2023 5:53,3500.0
PPRB153R6P59UF,5427150000000000.0,dki,Laila Pradipta,F,2002,JAK.35,Pangkalan Jati - Rawamangun,1,B00924P,Jln. Belanak III Rawamangun,-6.202063,106.89159,5,2023-04-17 05:43:00,B02633P,Ps. Klender,-6.212603,106.901141,13.0,4/17/2023 6:12,0.0
ZJQX012A4D59HS,4034420000000000.0,dki,Zelaya Mayasari,M,1966,T11,Poris Plawad - Bundaran Senayan,0,B03430P,SDN Sukasari Enam 1,-6.189785,106.6419,7,2023-04-17 06:30:00,B00781P,Hotel Olive 1,-6.217195,106.61882,14.0,4/17/2023 7:13,3500.0
EMVA198F5K79CL,3511270000000000.0,dki,"KH. Laswi Sitorus, S.Ked",F,1988,4D,Pulo Gadung 2 - Kuningan,1,P00124,Latuharhary,-6.202761,106.82771,6,2023-04-17 05:43:00,P00167,Pemuda Rawamangun,-6.193488,106.89165,17.0,4/17/2023 6:16,3500.0
DHOU875T2F00QY,567342000000.0,flazz,Yulia Winarsih,M,1962,9D,Pasar Minggu - Tanah Abang,0,P00261,Tosari,-6.196892,106.82309,8,2023-04-17 05:10:00,B02561P,Pancoran Barat 2,-6.241462,106.83808,26.0,4/17/2023 5:47,3500.0
PKLD507D0T37QB,5545640000000000.0,dki,Karimah Nurdiyanti,M,1971,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0,B06583P,Sbr. Sekretariat Kelurahan Lagoa,-6.11791,106.90356,8,2023-04-17 06:11:00,B00828P,Jakarta Islamic Centre 1,-6.119721,106.91704,14.0,4/17/2023 7:03,0.0
UDXC078V8S26HD,3572280000000000.0,dki,Bajragin Uyainah,M,2001,JAK.05,Semper - Rorotan,0,B02933P,Ponpes Baitul Quran Al Ikhwan 2,-6.12889,106.96502,3,2023-04-17 06:30:00,B03888P,Sbr. Kaliabang Rorotan,-6.127857,106.96285,4.0,4/17/2023 6:51,0.0
BWJW825K3C46CE,4473440000000.0,online,Cecep Prayoga,F,2012,,,1,P00188,Pramuka BPKP,-6.192192,106.87401,7,2023-04-17 05:52:00,P00269,Velodrome,-6.193468,106.8883,10.0,4/17/2023 6:28,3500.0
PXDR321N2T39SI,676378000000.0,flazz,Gandi Prastuti,F,1995,2,Pulo Gadung - Monas,0,P00062,Gambir 1,-6.174612,106.8304,15,2023-04-17 05:29:00,,Istiqlal,-6.172252,106.83093,16.0,4/17/2023 5:49,3500.0
SPIE806F1W10FM,2237370000000000.0,dki,Puti Zamira Wasita,F,1985,JAK.22,Dwikora - Penas Kalimalang,1,B00234P,Cawang Soetoyo 1,-6.24544,106.87548,0,2023-04-17 06:42:00,B01420P,Jln. Ngarbingan,-6.245333,106.88115,5.0,4/17/2023 7:04,0.0
TDCY694M2T99GQ,2243780000000000.0,dki,"Harsana Latupono, S.T.",F,1973,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0,B04648P,Sekolah PGRI Penggilingan,-6.216995,106.933775,19,2023-04-17 05:44:00,B06652P,Penggilingan 1,-6.214459,106.93945,20.0,4/17/2023 6:23,0.0
VBRN269H3T75PY,349260000000000.0,emoney,Dr. Ikin Puspita,M,1988,13C,Puri Beta - Dukuh Atas,1,P00051,Dukuh Atas,-6.205702,106.82223,0,2023-04-17 06:24:00,P00198,Puri Beta 2,-6.230532,106.72371,17.0,4/17/2023 7:19,3500.0
UNLC765O4Z05VF,503888000000.0,flazz,R.A. Yance Rahayu,M,2009,JAK.48B,Stasiun Tebet - Kampung Melayu,0,B05772P,Tongtek,-6.21662,106.8628,3,2023-04-17 05:23:00,B05350P,SMPN 14,-6.214718,106.86485,9.0,4/17/2023 5:58,
