transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
QOTE580D8H06FC,3561410000000000.0,dki,"Dr. Janet Nashiruddin, M.Ak",M,2010,4,Pulo Gadung 2 - Tosari,1,P00167,Pemuda Rawamangun,-6.193488,106.89165,12,2023-04-21 06:56:00,P00127,Layur,-6.193539,106.89909,13.0,4/21/2023 7:30,3500.0
OSOF092R3R38KS,347728000000000.0,emoney,Balamantri Rahayu,M,2002,JAK.28,Kp. Rambutan - Taman Wiladatika,1,B04633P,Sekolah Islam PB Soedirman,-6.314293,106.86298,27,2023-04-21 06:07:00,B00865P,Jln. Ar Ridho,-6.308148,106.86935,30.0,4/21/2023 6:57,0.0
MOPP882P8P71BQ,377105000000000.0,emoney,Dian Mustofa,F,1993,,Bekasi Barat - Blok M,1,B02192P,Mall Metropolitan,-6.247861,106.99215,6,2023-04-21 06:19:00,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,9.0,4/21/2023 6:48,20000.0
PLWW291N5N02GE,4486490000000000.0,dki,"Cut Janet Suryatmi, M.Ak",M,1980,8K,Batusari - Grogol,1,B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213,16,2023-04-21 06:48:00,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26.0,4/21/2023 7:15,3500.0
HTMR181P2M82IV,30139400000000.0,bni,"dr. Mulyanto Pudjiastuti, M.Ak",F,1997,2Q,Gondangdia - Balai Kota,0,B00184P,BRI Menteng,-6.186792,106.83514,2,2023-04-21 06:48:00,B02755P,Perpustakaan Nasional,-6.180673,106.82643,5.0,4/21/2023 7:40,3500.0
YEGT356M9Q33UP,30394300000000.0,bni,"Dasa Prakasa, S.I.Kom",F,1993,JAK.117,Tanjung Priok - Tanah Merdeka,1,B04272P,Sbr. RPTRA Radar Pembangunan,-6.120126,106.89638,17,2023-04-21 06:00:00,,Simpang Gotong Royong 2,-6.125482,106.89331,21.0,4/21/2023 6:35,0.0
SRGX627B8D14RZ,4974830000000000.0,dki,Elvina Hasanah,M,1966,9F,Rusun Tambora - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,5,2023-04-21 06:44:00,P00170,Penjaringan,-6.126306,106.79203,7.0,4/21/2023 7:33,0.0
XLUA254H4Y14OK,3532180000000000.0,dki,"Perkasa Prakasa, M.Pd",F,2011,JAK.31,Blok M - Andara,0,,Andara Margasatwa 1,-6.313471,106.80369,55,2023-04-21 06:42:00,,,,,,,0.0
MMZS878B0X01DI,3537520000000000.0,dki,Ayu Wahyudin,F,2009,JAK.37,Cililitan - Condet via Kayu Manis,1,B05218P,Simpang Waru Tengah,-6.293301,106.85862,10,2023-04-21 05:12:00,B00405P,Gg. Ani Raya Condet,-6.266674,106.86054,37.0,4/21/2023 5:48,0.0
HQLW863M2K11WB,4.67715e+18,brizzi,"H. Xanana Santoso, S.Farm",M,2010,JAK.15,Bulak Turi - Tanjung Priok,0,B01327P,Jln. Lorong 5,-6.107716,106.8955,46,2023-04-21 06:49:00,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,52.0,4/21/2023 7:22,0.0
