transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
CMWK122C9X93UR,4.65438e+18,brizzi,Ozy Prasasta,M,1975,9E,Kebayoran Lama - Jelambar,0,B03001P,Pulo Kamboja,-6.215656,106.79376,8,2023-04-02 20:00:00,P00206,RS Harapan Kita Arah Utara,-6.184489,106.79674,13.0,4/2/2023 21:44,3500.0
STJZ937P3F91VR,4631800000000000.0,dki,Edi Januar,F,1991,7P,Pondok Kelapa - BKN,1,B05826P,Univ. Borobudur 3,-6.243609,106.89906,10,2023-04-02 16:02:00,B00728P,H. Naman Noer Ali,-6.248932,106.94208,28.0,4/2/2023 17:45,3500.0
RHQN252M1F78FE,5121940000000000.0,dki,Dariati Sudiati,M,1963,JAK.34,Rawamangun - Klender,0,B05798P,Transjakarta Pool Klender,-6.205191,106.90301,30,2023-04-02 10:38:00,B05477P,St. LRT Velodrome 1,-6.191381,106.89127,41.0,4/2/2023 12:49,0.0
FKJH277Z5I60ET,4.86423e+18,brizzi,Saka Thamrin,F,1994,2B,Harapan Indah - ASMI,0,B02693P,Ps. Ujung Menteng,-6.190104,106.96693,7,2023-04-02 12:44:00,B03152P,RS Mediros,-6.179626,106.90387,22.0,4/2/2023 13:49,3500.0
SPCN095R0E66LC,6011130000000000.0,dki,Hj. Wulan Maheswara,M,1969,M10,PGC 2 - Tanjung Priok,1,P00286,Plumpang Pertamina Arah Selatan,-6.128467,106.89381,4,2023-04-02 14:11:00,P00016,BKN,-6.257751,106.87,20.0,4/2/2023 15:09,3500.0
MSHX771Z4K48XX,6598710000000000.0,dki,Cawisadi Kuswandari,M,1981,9H,Blok M - Universitas Indonesia,1,B05802P,Transvision,-6.240036,106.82842,9,2023-04-02 14:15:00,B02736P,Perdatam,-6.249502,106.84284,14.0,4/2/2023 15:36,3500.0
EKUZ107N6W18KH,503899000000.0,flazz,"Hj. Eka Lailasari, S.IP",M,2004,1N,Tanah Abang - Blok M,0,B05890P,Wisma Mandiri,-6.18372,106.82322,7,2023-04-02 19:48:00,B05773P,Tosari 1,-6.199166,106.82334,11.0,4/2/2023 20:09,3500.0
BPZL089G9B91PV,3520130000000000.0,dki,Banara Damanik,F,1982,JAK.38,Bulak Ringin - Kampung Rambutan,1,B03797P,Sbr. Jln. Muhidin KDW,-6.335121,106.87961,22,2023-04-02 09:43:00,B03910P,Sbr. Kel. Cibubur,-6.349555,106.87674,34.0,4/2/2023 10:57,0.0
HCJP647W4X06OT,6593200000000000.0,dki,Perkasa Hardiansyah,M,1971,D11,Depok - BKN,1,B01725P,Jasa Warga,-6.380045,106.85354,2,2023-04-02 10:21:00,B05521P,STIAMI 2,-6.377369,106.83281,6.0,4/2/2023 12:40,3500.0
TYZP950A5L85NH,4.96655e+18,brizzi,Eluh Hakim,F,2011,M10,PGC 2 - Tanjung Priok,0,P00105,Kayu Putih Rawasari,-6.187453,106.87542,11,2023-04-02 18:14:00,P00171,Permai Koja Arah Utara,-6.11413,106.89309,19.0,4/2/2023 19:14,3500.0
WXQV883Q1I49PC,4.38369e+18,brizzi,Ilsa Siregar,F,1988,11C,Rusun Pinus Elok - Rusun Pulo Gebang,0,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,8,2023-04-02 15:11:00,B03290P,Rusun Pulo Gebang,-6.201478,106.94975,9.0,4/2/2023 16:39,0.0
ONYQ071A0S16RZ,4097390000000.0,online,Daru Hardiansyah,F,2007,M6,Ragunan - MH Thamrin,0,P00256,MH Thamrin,-6.188149,106.82299,1,2023-04-02 10:05:00,P00053,Duren Tiga,-6.252377,106.82697,12.0,4/2/2023 11:39,3500.0
VNWL609S7D09WQ,180014000000000.0,emoney,T. Bakti Riyanti,F,2008,10,Tanjung Priok - PGC 2,0,P00016,BKN,-6.257751,106.87,20,2023-04-02 21:12:00,P00178,PGC 2,-6.2619,106.8657,21.0,4/2/2023 23:33,3500.0
MIOP334Y1I42TH,3557720000000000.0,dki,"Nilam Hastuti, M.Kom.",M,1977,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1,P00038,Cempaka Timur,-6.166584,106.87591,19,2023-04-02 16:52:00,P00005,ASMI,-6.171797,106.8888,21.0,4/2/2023 18:30,3500.0
