transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
DYLC198W8C86QK,348190000000000.0,emoney,"T. Ibun Maheswara, S.Sos",M,1976,12,Tanjung Priok - Pluit,1,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-09 15:15:00,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937,16.0,4/9/2023 16:20,3500.0
XRIC106U4O95YA,675922000000.0,flazz,Drs. Talia Purnawati,M,1989,2H,Rusun Jati Rawasari - Senen,1,B05389P,SMPN 78,-6.173538,106.85226,4,2023-04-09 12:54:00,B03273P,Rusun Jati Rawasari,-6.183517,106.86389,14.0,4/9/2023 13:09,0.0
PWZV393W2E21PD,30117500000000.0,bni,"Kartika Utama, S.Gz",M,1970,JAK.74,Terminal Rawamangun - Cipinang Muara,1,B05458P,St. Klender 2,-6.213433,106.89787,12,2023-04-09 13:41:00,B05526P,STIE Trianandra,-6.226176,106.89875,22.0,4/9/2023 15:28,0.0
WUGU164W3K14ZB,4.57371e+18,brizzi,"dr. Baktiadi Nuraini, S.Kom",M,1977,1T,Cibubur - Balai Kota,0,B00326P,Dukuh Atas 4,-6.204819,106.8221,8,2023-04-09 16:01:00,B03314P,MH Thamrin 2,-6.188238,106.82277,12.0,4/9/2023 17:04,20000.0
YIRR193T4Y59HL,2701230000000000.0,dki,Asman Pertiwi,M,1980,JAK.29,Tanjung Priok - Sukapura,1,B03211P,RSUD Koja,-6.108205,106.89982,7,2023-04-09 16:16:00,B01609P,Jln. Sungai Musi Sembar,-6.130691,106.91966,31.0,4/9/2023 17:04,0.0
MDOS341T5Z72UN,4245530000000.0,online,Dadap Mardhiyah,M,2004,12H,Rusun Penjaringan - Penjaringan,0,B03285P,Rusun Penjaringan,-6.130702,106.79487,0,2023-04-09 15:12:00,P00170,Penjaringan,-6.126306,106.79203,1.0,4/9/2023 16:49,3500.0
JTAX742T3Q69HW,3543070000000000.0,dki,Wani Winarsih,M,1999,9F,Rusun Tambora - Pluit,0,P00093,Jembatan Tiga Arah Utara,-6.133383,106.79267,6,2023-04-09 09:38:00,P00170,Penjaringan,-6.126306,106.79203,7.0,4/9/2023 10:36,0.0
NGIQ812V4G51DV,344567000000000.0,emoney,"R. Kamaria Widiastuti, S.I.Kom",F,1992,JAK.34,Rawamangun - Klender,0,B03028P,Pusat Promosi Industri Kayu Mebel,-6.202854,106.90366,31,2023-04-09 14:11:00,B05478P,St. LRT Velodrome 2,-6.192994,106.89107,40.0,4/9/2023 15:55,0.0
VLUL353B9N31QE,4268520000000000.0,dki,"drg. Gadang Lestari, M.Pd",M,1995,3H,Jelambar - Kota,1,P00013,Kota,-6.13679,106.8149,0,2023-04-09 05:10:00,P00072,Glodok,-6.1445,106.81545,1.0,4/9/2023 5:26,
SLMJ640A1J77QS,3553980000000000.0,dki,Kartika Megantara,M,2005,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,0,2023-04-09 19:12:00,B06269P,Jln. Tebet Barat Raya,-6.233919,106.85064,5.0,4/9/2023 20:05,0.0
LLWP828N6E08UH,6514690000000000.0,dki,Kamal Wahyudin,M,1997,M11,Pulo Gebang - Pulo Gadung 2,1,P00158,Pasar Pulo Gadung,-6.187434,106.90591,0,2023-04-09 07:28:00,P00270,Walikota Jakarta Timur,-6.21254,106.94537,7.0,4/9/2023 9:06,3500.0
TOUI518G5W18MH,675920000000.0,flazz,Timbul Padmasari,F,2012,R1A,Pantai Maju - Kota,1,B04950P,Simpang Kopi Kali Besar Barat,-6.134507,106.81106,4,2023-04-09 08:40:00,B02884P,PLTU,-6.113368,106.78533,17.0,4/9/2023 9:17,3500.0
BTXS203I6W55QW,372730000000000.0,emoney,"drg. Dian Lazuardi, S.Pd",M,1985,JAK.18,Kalibata - Kuningan,0,B04551P,Sbr. TK Aisyiyah 4 Tebet Timur,-6.231061,106.85259,21,2023-04-09 11:01:00,B06530P,Jln. Kawi Guntur,-6.20973,106.8333,60.0,4/9/2023 13:01,0.0
PCJJ692O2C64OU,30146200000000.0,bni,"Sutan Jasmani Haryanto, M.Ak",F,2004,8E,Bintaro - Blok M,0,B02746P,Perlintasan Kereta Api Kebayoran,-6.240914,106.78098,21,2023-04-09 07:50:00,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,23.0,4/9/2023 8:11,3500.0
UZZW582A0N25TE,3596570000000000.0,dki,Raden Mandala,M,2006,JAK.106,Terminal Kampung Melayu - Terminal Klender,0,B06763P,Bumi Malaka 2,-6.220415,106.924934,8,2023-04-09 05:25:00,B06765P,SKKT Pondok Bambu,-6.223195,106.895498,17.0,4/9/2023 7:10,0.0
ACET855P7W29BG,575760000000.0,flazz,Rahmi Maheswara,F,1992,JAK.31,Blok M - Andara,0,B00252P,Cilandak Tengah,-6.29203,106.8021,39,2023-04-09 12:18:00,B02346P,Masjid Jami Darussalam Pinang,-6.308075,106.79876,48.0,4/9/2023 12:44,0.0
XXCA035H3S74VQ,4861640000000000.0,dki,KH. Saka Laksmiwati,F,2007,JAK.24,Senen - Pulo Gadung via Kelapa Gading,0,B02688P,Ps. Sumur Batu 2,-6.164781,106.86461,45,2023-04-09 16:11:00,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,49.0,4/9/2023 16:28,0.0
IOHM848H2B16ST,6503420000000000.0,dki,Vanya Setiawan,F,2010,5M,Kampung Melayu - Tanah Abang via Cikini,1,B05815P,Tugu Tani 2,-6.183129,106.83496,10,2023-04-09 08:37:00,B05707P,Term. Kampung Melayu 2,-6.224516,106.86685,30.0,4/9/2023 9:35,3500.0
JSQW134N0S91GT,6529540000000000.0,dki,Okta Sitorus,M,1988,12H,Rusun Penjaringan - Penjaringan,0,B03285P,Rusun Penjaringan,-6.130702,106.79487,0,2023-04-09 17:24:00,,Penjaringan,-6.126306,106.79203,1.0,4/9/2023 18:44,3500.0
AXJU031R2G76ME,3576940000000000.0,dki,Raisa Mandasari,F,2007,JIS3,Harmoni - Jakarta International Stadium,1,B01745P,Jembatan Item,-6.130078,106.85492,13,2023-04-09 16:41:00,P00095,JIS,-6.126689,106.85587,14.0,4/9/2023 17:33,3500.0
VPKF507F8R78TF,4225460000000000.0,dki,"Faizah Suryatmi, M.M.",F,1985,JAK.42,Kampung Melayu - Pondok Kelapa,0,B04000P,Sbr. LP Cipinang,-6.214403,106.88451,9,2023-04-09 15:49:00,,,,,,,0.0
QMBW721H2M34TO,377015000000000.0,emoney,Eman Puspasari,F,1996,6D,Stasiun Tebet - Karet via Underpass,1,B05544P,Summitmas,-6.225826,106.80402,16,2023-04-09 06:32:00,B00221P,Bundaran Senayan 1,-6.227445,106.80187,17.0,4/9/2023 7:07,3500.0
ZEVZ587X3W26CY,370363000000000.0,emoney,Maryanto Prasasta,F,1994,4C,TU Gas - Bundaran Senayan,1,P00152,Pasar Genjing,-6.194446,106.86092,16,2023-04-09 05:57:00,P00189,Pramuka LIA,-6.192238,106.86858,18.0,4/9/2023 6:48,3500.0
SLZT189P7Z30TO,3561930000000000.0,dki,Harsaya Manullang,F,1981,JAK.29,Tanjung Priok - Sukapura,1,B06809P,Masjid Jami Nurul Huda,-6.138,106.9219,39,2023-04-09 09:10:00,B02686P,Ps. Sukapura,-6.141104,106.92196,43.0,4/9/2023 11:07,0.0
BYGP061I8V56PK,38696000000000.0,bni,Ir. Vero Mulyani,M,1970,JAK.27,Pulo Gebang - Rorotan,0,B04261P,Sbr. Puskesmas Rorotan,-6.15737,106.95696,38,2023-04-09 09:17:00,,,,,,,0.0
AGTC436T9W90RP,639013000000.0,flazz,"Dwi Widiastuti, S.Gz",M,1950,JAK.75,Cililitan - Kp. Pulo,1,B01145P,Jln. H. Sidan,-6.280439,106.88257,1,2023-04-09 12:05:00,B02757P,Persada Purnawira Halim,-6.259498,106.88584,26.0,4/9/2023 12:35,0.0
LBYX228A6T12BE,4959610000000.0,online,Purwadi Halimah,F,1970,JAK.36,Cilangkap - Cililitan,0,B04211P,Sbr. PLN Kramat Jati,-6.283302,106.8716,35,2023-04-09 10:31:00,B02879P,PLN Kramat Jati,-6.283549,106.87163,50.0,4/9/2023 12:31,0.0
LBCY450X5A32EV,30306600000000.0,bni,Gambira Padmasari,F,1992,S21,Ciputat - CSW,1,B02068P,Komplek Uin,-6.308924,106.75601,23,2023-04-09 08:48:00,B02600P,Ps. Ciputat,-6.315627,106.74688,26.0,4/9/2023 9:33,3500.0
DLDN895D8M34JB,2301840000000000.0,dki,dr. Aurora Winarno,M,1997,4C,TU Gas - Bundaran Senayan,1,B00790P,Imam Bonjol,-6.196105,106.824377,7,2023-04-09 19:42:00,P00266,Utan Kayu,-6.192728,106.86457,17.0,4/9/2023 20:53,3500.0
MLYG282U7R61EC,4881500000000000.0,dki,dr. Syahrini Dabukke,F,1984,M13,Puri Beta 2 - Tendean,0,P00242,Swadarma,-6.23755,106.76065,4,2023-04-09 16:53:00,P00254,Tendean,-6.240213,106.83102,12.0,4/9/2023 17:43,3500.0
FKFE408N3E79AV,345704000000000.0,emoney,Dt. Jati Sihombing,M,1970,JAK.77,Tanjung Priok - Jembatan Item,1,B06872P,Sbr. Jln. Ancol Selatan,-6.134139,106.855696,38,2023-04-09 20:38:00,B05579P,Taman BMW,-6.125862,106.85843,43.0,4/9/2023 22:13,0.0
GCFY781V1Q42QY,3580900000000000.0,dki,R.A. Farah Suryatmi,M,2009,JAK.10,,1,B05501P,St. Sawah Besar 2,-6.161426,106.82806,24,2023-04-09 05:32:00,B02702P,Pecenongan 2,-6.167856,106.8275,30.0,4/9/2023 6:40,0.0
PWVN106Y1O84VK,2397590000000000.0,dki,Tgk. Daliman Mayasari,F,1992,5N,Kampung Melayu - Ragunan,1,B03569P,Sbr. Gg. Tamansari Ragunan,-6.305226,106.81619,6,2023-04-09 18:18:00,B00037P,Ampera 3,-6.291196,106.81706,22.0,4/9/2023 19:41,3500.0
SBSR548O1D31WT,180084000000000.0,emoney,Kuncara Prastuti,M,1996,JAK.21,Cililitan - Dwikora,1,B06800P,SD Angkasa 1,-6.252707,106.890229,3,2023-04-09 12:19:00,B02358P,Masjid Jami Saadatul Muslimin,-6.26587,106.88085,19.0,4/9/2023 13:43,0.0
EACO408N7W65PH,340700000000000.0,emoney,Candra Dongoran,F,1991,6A,Ragunan - MH Thamrin via Kuningan,0,P00273,Warung Jati,-6.262364,106.82977,6,2023-04-09 06:48:00,P00129,Mampang Prapatan,-6.242699,106.82572,9.0,4/9/2023 8:41,3500.0
WGOK933B9T05PJ,5554300000000000.0,dki,Lasmono Lestari,F,1982,T21,Palem Semi - Bundaran Senayan,1,B00808P,Islamic,-6.228521,106.61473,10,2023-04-09 08:42:00,B02557P,Palem Semi 2,-6.220361,106.61649,12.0,4/9/2023 9:24,20000.0
FMTI321D6B55AD,3524210000000000.0,dki,Balamantri Tarihoran,M,2005,JAK.42,Kampung Melayu - Pondok Kelapa,0,B01370P,Jln. Masjid Al Ikhlas,-6.23727,106.93436,41,2023-04-09 20:11:00,B04568P,Sbr. TPU Pondok Kelapa,-6.23711,106.94312,44.0,4/9/2023 21:09,0.0
HUCW566O7X11CW,349262000000000.0,emoney,Dr. Zahra Utami,F,2001,11M,Rusun Rawa Bebek - Bukit Duri,1,P00059,Flyover Radin Inten,-6.215982,106.92438,10,2023-04-09 15:38:00,P00169,Penggilingan,-6.214132,106.93961,12.0,4/9/2023 17:06,0.0
EWHP336N5C93OJ,30404100000000.0,bni,Fitria Prasetya,F,1982,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,21,2023-04-09 09:25:00,B03289P,Rusun Pondok Bambu,-6.241583,106.91085,22.0,4/9/2023 11:15,0.0
EQNZ615J2Q79RN,30185500000000.0,bni,"Dt. Ajimat Pratiwi, S.IP",M,1992,JAK.17,Senen - Pulo Gadung,0,B04696P,Simpang Ahmad Yani Rawasari,-6.187925,106.87484,22,2023-04-09 16:35:00,B03822P,Sbr. Jln. Pulo Gundul,-6.186269,106.85159,41.0,4/9/2023 17:03,0.0
CLXI506S1O62DF,4.55591e+18,brizzi,Wirda Uwais,M,2011,3E,Puri Kembangan - Sentraland Cengkareng,0,B00943P,Jln. Bojong Raya,-6.171085,106.72838,10,2023-04-09 12:37:00,B06751P,Ciputra,-6.173485,106.728486,11.0,4/9/2023 13:16,3500.0
VUYS580A2N62YT,5492880000000000.0,dki,Tgk. Harsanto Yolanda,F,2006,7,Kampung Rambutan - Bidara Cina,0,P00246,Tanah Merdeka Arah Barat,-6.308216,106.87393,1,2023-04-09 13:38:00,P00177,PGC 1,-6.262494,106.86635,6.0,4/9/2023 14:31,3500.0
XDIU619N8D73FL,30492400000000.0,bni,Rachel Mandala,M,2009,JAK.30,Grogol - Meruya via Roxy,0,B03178P,RS Siloam Kb. Jeruk,-6.190432,106.76302,34,2023-04-09 12:15:00,B02450P,Midi Utama Meruya Selatan 1,-6.212562,106.73772,57.0,4/9/2023 12:32,0.0
