transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
IKUA261Y7R38DY,3561410000000000.0,dki,"Dr. Janet Nashiruddin, M.Ak",M,2010,4,Pulo Gadung 2 - Tosari,1,P00167,Pemuda Rawamangun,-6.193488,106.89165,12,2023-04-12 05:22:00,P00127,Layur,-6.193539,106.89909,13.0,4/12/2023 6:11,3500.0
DNRZ785P3T65ET,347728000000000.0,emoney,Balamantri Rahayu,M,2002,JAK.28,Kp. Rambutan - Taman Wiladatika,1,B04633P,Sekolah Islam PB Soedirman,-6.314293,106.86298,27,2023-04-12 06:08:00,B00865P,Jln. Ar Ridho,-6.308148,106.86935,30.0,4/12/2023 7:07,0.0
FUWX446N3S61QD,377105000000000.0,emoney,Dian Mustofa,F,1993,B13,Bekasi Barat - Blok M,1,B02192P,Mall Metropolitan,-6.247861,106.99215,6,2023-04-12 06:00:00,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,9.0,4/12/2023 6:50,20000.0
CQZC883K9E13KF,4486490000000000.0,dki,"Cut Janet Suryatmi, M.Ak",M,1980,8K,Batusari - Grogol,1,B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213,16,2023-04-12 06:53:00,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26.0,4/12/2023 7:17,3500.0
KFNI167M3I41DE,30139400000000.0,bni,"dr. Mulyanto Pudjiastuti, M.Ak",F,1997,2Q,Gondangdia - Balai Kota,0,B00184P,BRI Menteng,-6.186792,106.83514,2,2023-04-12 06:12:00,B02755P,Perpustakaan Nasional,-6.180673,106.82643,5.0,4/12/2023 6:36,3500.0
RMPO066S2T11CJ,30394300000000.0,bni,"Dasa Prakasa, S.I.Kom",F,1993,JAK.117,Tanjung Priok - Tanah Merdeka,1,B04272P,Sbr. RPTRA Radar Pembangunan,-6.120126,106.89638,17,2023-04-12 05:01:00,B04818P,Simpang Gotong Royong 2,-6.125482,106.89331,21.0,4/12/2023 5:35,0.0
UACQ049N3V71VE,4974830000000000.0,dki,Elvina Hasanah,M,1966,9F,Rusun Tambora - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,5,2023-04-12 06:11:00,P00170,Penjaringan,-6.126306,106.79203,7.0,4/12/2023 6:54,0.0
LDJR496X8N99CD,3532180000000000.0,dki,"Perkasa Prakasa, M.Pd",F,2011,JAK.31,Blok M - Andara,0,B00042P,Andara Margasatwa 1,-6.313471,106.80369,55,2023-04-12 05:37:00,B01147P,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,56.0,4/12/2023 5:59,0.0
ONOL716O6A19CQ,3537520000000000.0,dki,Ayu Wahyudin,F,2009,JAK.37,,1,B05218P,Simpang Waru Tengah,-6.293301,106.85862,10,2023-04-12 06:31:00,B00405P,Gg. Ani Raya Condet,-6.266674,106.86054,37.0,4/12/2023 7:25,0.0
APRY899Y6C20OC,4.67715e+18,brizzi,"H. Xanana Santoso, S.Farm",M,2010,JAK.15,Bulak Turi - Tanjung Priok,0,B01327P,Jln. Lorong 5,-6.107716,106.8955,46,2023-04-12 06:30:00,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,52.0,4/12/2023 7:29,0.0
MLXQ068W4Q35HE,4.15714e+18,brizzi,"R.A. Genta Hutagalung, S.E.",M,2007,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0,B04369P,Sbr. SDN Rorotan 07,-6.146513,106.95644,35,2023-04-12 05:45:00,B06217P,Jln. Dahlia 10,-6.176465,106.94342,47.0,4/12/2023 6:14,0.0
MFGB371M2Q64XW,36856700000000.0,bni,"Intan Mardhiyah, S.Kom",F,1997,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1,B01612P,Jln. Sunter Jaya VI,-6.160663,106.8727,40,2023-04-12 05:52:00,B03935P,Sbr. Kel. Sumur Batu,-6.164306,106.87132,45.0,4/12/2023 6:13,0.0
ELMO057R1T29JV,213191000000000.0,emoney,"Ajeng Kurniawan, M.Ak",M,1983,JAK.11,Tanah Abang - Kebayoran Lama,1,B01295P,Jln. KPBD,-6.223548,106.77843,9,2023-04-12 06:56:00,B04039P,Sbr. Masjid Annur Tanah Abang,-6.189941,106.80648,37.0,4/12/2023 7:47,0.0
DQRJ523O3U30HR,4035910000000000.0,dki,Kasiran Agustina,M,1968,JAK.02,Kampung Melayu - Duren Sawit,1,B05536P,STMT Trisakti 2,-6.231981,106.8777,24,2023-04-12 06:50:00,B05531P,STIS,-6.231063,106.86716,33.0,4/12/2023 7:25,0.0
OHDY200S9O34DP,587835000000.0,flazz,"Dt. Wisnu Maulana, S.Gz",M,1991,7C,Cibubur - BKN,1,P00016,BKN,-6.257751,106.87,0,2023-04-12 05:08:00,B00248P,Cibubur Junction,-6.368735,106.89366,2.0,4/12/2023 5:46,3500.0
YKGL856O4Y75IN,345703000000000.0,emoney,Ilyas Winarno,F,1996,JAK.64,Lenteng Agung - Aseli,0,B04330P,Sbr. SDN Cipedak 03,-6.349013,106.80931,7,2023-04-12 05:06:00,B04297P,Sbr. RS Zahirah,-6.335205,106.82312,18.0,4/12/2023 5:37,0.0
UZWC655U4O93TG,4634370000000.0,online,"Rusman Rajasa, S.IP",F,2003,S22,Ciputat - Kampung Rambutan,1,B02068P,Komplek Uin,-6.308924,106.75601,18,2023-04-12 06:18:00,B02600P,Ps. Ciputat,-6.315627,106.74688,21.0,4/12/2023 7:13,3500.0
AFLP093K9C10XD,4.55499e+18,brizzi,Sabri Megantara,F,1995,11C,Rusun Pinus Elok - Rusun Pulo Gebang,0,B04898P,Simpang Kampung Jembatan 2,-6.208426,106.93576,5,2023-04-12 05:16:00,B05201P,Simpang Tiga 2,-6.210983,106.93935,7.0,4/12/2023 6:14,0.0
BHIT838X4F17HI,4837650000000.0,online,dr. Citra Sitompul,F,1994,13C,Puri Beta - Dukuh Atas,1,P00136,Mayestik,-6.241921,106.79077,10,2023-04-12 06:42:00,P00043,Cipulir,-6.237818,106.76541,13.0,4/12/2023 7:04,3500.0
XQKG576E0S17HZ,4.39827e+18,brizzi,Dariati Wijayanti,F,1982,JAK.30,Grogol - Meruya via Roxy,1,B03115P,RPTRA Taman Apel,-6.1717,106.78412,52,2023-04-12 05:29:00,,Term. Grogol,-6.166565,106.79025,54.0,4/12/2023 6:14,0.0
SOHX934B3L82FC,4720230000000000.0,dki,Sabar Hidayanto,F,2005,JAK.11,Tanah Abang - Kebayoran Lama,1,B04380P,Sbr. Sekolah Bethel,-6.196189,106.80484,33,2023-04-12 05:08:00,B03163P,RS Pelni,-6.193033,106.80542,35.0,4/12/2023 5:39,0.0
DPAL126N0H71ST,30584200000000.0,bni,Bambang Aryani,M,1965,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1,P00081,Indosiar,-6.163376,106.77514,5,2023-04-12 06:41:00,P00014,Bermis,-6.178203,106.89859,23.0,4/12/2023 7:09,3500.0
VDVW217R6N47BK,4.80454e+18,brizzi,Intan Tarihoran,F,2009,6V,Ragunan - Gelora Bung Karno,0,P00273,Warung Jati,-6.262364,106.82977,6,2023-04-12 06:04:00,P00079,Imigrasi,-6.256977,106.82808,7.0,4/12/2023 6:40,3500.0
OFXG872U3R14TG,5427150000000000.0,dki,Laila Pradipta,F,2002,JAK.35,Pangkalan Jati - Rawamangun,1,B00924P,Jln. Belanak III Rawamangun,-6.202063,106.89159,5,2023-04-12 05:01:00,B02633P,Ps. Klender,-6.212603,106.901141,13.0,4/12/2023 5:53,0.0
RVXD069S2I58QG,4034420000000000.0,dki,Zelaya Mayasari,M,1966,T11,Poris Plawad - Bundaran Senayan,0,B03430P,SDN Sukasari Enam 1,-6.189785,106.6419,7,2023-04-12 06:32:00,B00781P,Hotel Olive 1,-6.217195,106.61882,14.0,4/12/2023 7:11,3500.0
PEEF296S3X24OX,3511270000000000.0,dki,"KH. Laswi Sitorus, S.Ked",F,1988,4D,Pulo Gadung 2 - Kuningan,1,P00124,Latuharhary,-6.202761,106.82771,6,2023-04-12 05:10:00,P00167,Pemuda Rawamangun,-6.193488,106.89165,17.0,4/12/2023 5:56,3500.0
XAQQ571J7W56OO,567342000000.0,flazz,Yulia Winarsih,M,1962,9D,Pasar Minggu - Tanah Abang,0,P00261,Tosari,-6.196892,106.82309,8,2023-04-12 05:42:00,B02561P,Pancoran Barat 2,-6.241462,106.83808,26.0,4/12/2023 6:07,3500.0
MCGA775C5D06MM,5545640000000000.0,dki,Karimah Nurdiyanti,M,1971,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,0,B06583P,Sbr. Sekretariat Kelurahan Lagoa,-6.11791,106.90356,8,2023-04-12 05:34:00,B00828P,Jakarta Islamic Centre 1,-6.119721,106.91704,14.0,4/12/2023 6:17,0.0
MJMB794P5I60CJ,3572280000000000.0,dki,Bajragin Uyainah,M,2001,JAK.05,,0,B02933P,Ponpes Baitul Quran Al Ikhwan 2,-6.12889,106.96502,3,2023-04-12 06:39:00,B03888P,Sbr. Kaliabang Rorotan,-6.127857,106.96285,4.0,4/12/2023 7:03,0.0
LOTF498X4T41XV,4473440000000.0,online,Cecep Prayoga,F,2012,M4,Pulo Gadung 2 - Dukuh Atas 2,1,P00188,Pramuka BPKP,-6.192192,106.87401,7,2023-04-12 06:48:00,P00269,Velodrome,-6.193468,106.8883,10.0,4/12/2023 7:31,3500.0
VWMO579P4B48II,676378000000.0,flazz,Gandi Prastuti,F,1995,2,Pulo Gadung - Monas,0,P00062,Gambir 1,-6.174612,106.8304,15,2023-04-12 05:37:00,P00082,Istiqlal,-6.172252,106.83093,16.0,4/12/2023 6:31,3500.0
DSMY977K5F72YL,2237370000000000.0,dki,Puti Zamira Wasita,F,1985,JAK.22,Dwikora - Penas Kalimalang,1,B00234P,Cawang Soetoyo 1,-6.24544,106.87548,0,2023-04-12 06:07:00,B01420P,Jln. Ngarbingan,-6.245333,106.88115,5.0,4/12/2023 6:27,0.0
ELCA360Y1G95GX,2243780000000000.0,dki,"Harsana Latupono, S.T.",F,1973,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0,B04648P,Sekolah PGRI Penggilingan,-6.216995,106.933775,19,2023-04-12 06:38:00,B06652P,Penggilingan 1,-6.214459,106.93945,20.0,4/12/2023 7:34,0.0
YYJX383P1P96RI,349260000000000.0,emoney,Dr. Ikin Puspita,M,1988,13C,Puri Beta - Dukuh Atas,1,P00051,Dukuh Atas,-6.205702,106.82223,0,2023-04-12 06:39:00,P00198,Puri Beta 2,-6.230532,106.72371,17.0,4/12/2023 7:36,3500.0
JKNP620K3Q20SY,503888000000.0,flazz,R.A. Yance Rahayu,M,2009,JAK.48B,Stasiun Tebet - Kampung Melayu,0,B05772P,Tongtek,-6.21662,106.8628,3,2023-04-12 06:13:00,B05350P,SMPN 14,-6.214718,106.86485,9.0,4/12/2023 7:11,
