transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
PLTI960Y8B08ZG,3561410000000000.0,dki,"Dr. Janet Nashiruddin, M.Ak",M,2010,4,Pulo Gadung 2 - Tosari,1,P00167,Pemuda Rawamangun,-6.193488,106.89165,12,2023-04-24 05:32:00,P00127,Layur,-6.193539,106.89909,13.0,4/24/2023 6:03,3500.0
MFIA502K5Y79TZ,347728000000000.0,emoney,Balamantri Rahayu,M,2002,JAK.28,Kp. Rambutan - Taman Wiladatika,1,,Sekolah Islam PB Soedirman,-6.314293,106.86298,27,2023-04-24 06:38:00,B00865P,Jln. Ar Ridho,-6.308148,106.86935,30.0,4/24/2023 7:05,0.0
LHXD907H5A51FJ,377105000000000.0,emoney,Dian Mustofa,F,1993,B13,Bekasi Barat - Blok M,1,B02192P,Mall Metropolitan,-6.247861,106.99215,6,2023-04-24 06:00:00,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,9.0,4/24/2023 6:27,20000.0
BOMV376J3V12BL,4486490000000000.0,dki,"Cut Janet Suryatmi, M.Ak",M,1980,8K,Batusari - Grogol,1,B03637P,Sbr. Jln. Angsana Kemanggisan,-6.194813,106.78213,16,2023-04-24 05:17:00,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26.0,4/24/2023 5:56,3500.0
GCNH853J5V74SB,30139400000000.0,bni,"dr. Mulyanto Pudjiastuti, M.Ak",F,1997,2Q,Gondangdia - Balai Kota,0,B00184P,BRI Menteng,-6.186792,106.83514,2,2023-04-24 05:50:00,B02755P,Perpustakaan Nasional,-6.180673,106.82643,5.0,4/24/2023 6:22,3500.0
ALGH173B0P30SC,30394300000000.0,bni,"Dasa Prakasa, S.I.Kom",F,1993,JAK.117,Tanjung Priok - Tanah Merdeka,1,B04272P,Sbr. RPTRA Radar Pembangunan,-6.120126,106.89638,17,2023-04-24 05:05:00,B04818P,Simpang Gotong Royong 2,-6.125482,106.89331,21.0,4/24/2023 6:05,0.0
MGAQ593Q2L27MP,4974830000000000.0,dki,Elvina Hasanah,M,1966,9F,Rusun Tambora - Pluit,0,P00090,Jembatan Dua,-6.143279,106.79352,5,2023-04-24 05:16:00,P00170,Penjaringan,-6.126306,106.79203,7.0,4/24/2023 5:53,0.0
SMCW956S2L17PN,3532180000000000.0,dki,"Perkasa Prakasa, M.Pd",F,2011,JAK.31,Blok M - Andara,0,B00042P,Andara Margasatwa 1,-6.313471,106.80369,55,2023-04-24 05:37:00,,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,56.0,4/24/2023 6:20,0.0
ZVYX917Z3O67XE,3537520000000000.0,dki,Ayu Wahyudin,F,2009,JAK.37,Cililitan - Condet via Kayu Manis,1,B05218P,Simpang Waru Tengah,-6.293301,106.85862,10,2023-04-24 05:03:00,B00405P,Gg. Ani Raya Condet,-6.266674,106.86054,37.0,4/24/2023 5:39,0.0
IKHE456Q9B46MU,4.67715e+18,brizzi,"H. Xanana Santoso, S.Farm",M,2010,,,0,B01327P,Jln. Lorong 5,-6.107716,106.8955,46,2023-04-24 06:16:00,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,52.0,4/24/2023 6:46,0.0
ZVCB168P1C30NM,4.15714e+18,brizzi,"R.A. Genta Hutagalung, S.E.",M,2007,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0,B04369P,Sbr. SDN Rorotan 07,-6.146513,106.95644,35,2023-04-24 06:21:00,B06217P,Jln. Dahlia 10,-6.176465,106.94342,47.0,4/24/2023 7:09,0.0
HIIE117H9V79MF,36856700000000.0,bni,"Intan Mardhiyah, S.Kom",F,1997,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1,B01612P,Jln. Sunter Jaya VI,-6.160663,106.8727,40,2023-04-24 05:01:00,B03935P,Sbr. Kel. Sumur Batu,-6.164306,106.87132,45.0,4/24/2023 5:23,0.0
RDKG850Z9E31SE,213191000000000.0,emoney,"Ajeng Kurniawan, M.Ak",M,1983,JAK.11,Tanah Abang - Kebayoran Lama,1,B01295P,Jln. KPBD,-6.223548,106.77843,9,2023-04-24 06:36:00,B04039P,Sbr. Masjid Annur Tanah Abang,-6.189941,106.80648,37.0,4/24/2023 7:34,0.0
JUZT316L4Y47LA,4035910000000000.0,dki,Kasiran Agustina,M,1968,JAK.02,Kampung Melayu - Duren Sawit,1,B05536P,STMT Trisakti 2,-6.231981,106.8777,24,2023-04-24 06:39:00,B05531P,STIS,-6.231063,106.86716,33.0,4/24/2023 7:24,0.0
NIBZ380B5U81AV,587835000000.0,flazz,"Dt. Wisnu Maulana, S.Gz",M,1991,7C,Cibubur - BKN,1,P00016,BKN,-6.257751,106.87,0,2023-04-24 05:39:00,B00248P,Cibubur Junction,-6.368735,106.89366,2.0,4/24/2023 6:37,3500.0
QGRK559M3W33JG,345703000000000.0,emoney,Ilyas Winarno,F,1996,JAK.64,Lenteng Agung - Aseli,0,B04330P,Sbr. SDN Cipedak 03,-6.349013,106.80931,7,2023-04-24 06:21:00,B04297P,Sbr. RS Zahirah,-6.335205,106.82312,18.0,4/24/2023 7:07,0.0
